HDR201604051524550000000046                                                                                                
IN103000000000424Cetrogar Motos Av 3 de Abril 1795       Corrientes     AR00000000032300090390300000999901000000           
IN103000000000423Cetrogar Motos Av 3 de Abril 541        Corrientes     AR00000000032300090390300000999901000000           
IN103000000000422Cetrogar Motos Necochea 25              Resistencia    AR00000000032300090390300000999901000000           
IN103000000000421Cetrogar Motos Av 25 de Mayo 285        Resistencia    AR00000000032300090390300000999901000000           
IN103000000000419Cabana La Vanguardia                    Resistencia    AR00000000032300090390300000999901000000           
IN103000000000417Casa de Comidas Ibera                   Corrientes     AR00000000032300090390300000999901000000           
IN103000000000415Seductions                              Corrientes     AR00000000032300090390300000999901000000           
IN103000000000413Mirella 3                               Resistencia    AR00000000032300090390300000999901000000           
IN103000000000412Mirella 2                               Resistencia    AR00000000032300090390300000999901000000           
IN103000000000411Me quiere No me quiere 2                Resistencia    AR00000000032300090390300000999901000000           
IN103000000000410Ibiza ctes                              Corrientes     AR00000000032300090390300000999901000000           
IN103000000000409Edit Estilista                          Resistencia    AR00000000032300090390300000999901000000           
IN103000000000407Musimundo Ctes 3                        Corrientes     AR00000000032300090390300000999901000000           
IN103000000000406Musimundo Ctes 2                        Corrientes     AR00000000032300090390300000999901000000           
IN103000000000405Musimundo Ctes 1                        Corrientes     AR00000000032300090390300000999901000000           
IN103000000000404Cetrogar ctes 3                         Corrientes     AR00000000032300090390300000999901000000           
IN103000000000403Colchones Cannon local 2 Corrientes     Corrientes     AR00000000032300090390300000999901000000           
IN103000000000402Colchones Cannon local 4 Resistencia    Resistencia    AR00000000032300090390300000999901000000           
IN103000000000401Colchones Cannon local 3 Resistencia    Resistencia    AR00000000032300090390300000999901000000           
IN103000000000400Casa Gabardini Ctes                     Corrientes     AR00000000032300090390300000999901000000           
IN103000000000398Merco Rep                               Resistencia    AR00000000032300090390300000999901000000           
IN103000000000396Rouge Automotores - Citron              Resistencia    AR00000000032300090390300000999901000000           
IN103000000000394Las Lajas                               Corrientes     AR00000000032300090390300000999901000000           
IN103000000000392Fama Marroquineria                      Resistencia    AR00000000032300090390300000999901000000           
IN103000000000390Fama Marroquineria                      Corrientes     AR00000000032300090390300000999901000000           
IN103000000000389Grimoldi - Sarkany - Mara               Resistencia    AR00000000032300090390300000999901000000           
IN103000000000387Raffinata                               Corrientes     AR00000000032300090390300000999901000000           
IN103000000000385Dromo - Utzzia                          Resistencia    AR00000000032300090390300000999901000000           
IN103000000000383Dliz                                    Corrientes     AR00000000032300090390300000999901000000           
IN103000000000381Las Teresitas                           Corrientes     AR00000000032300090390300000999901000000           
IN103000000000379Rufina Sport Wear                       Corrientes     AR00000000032300090390300000999901000000           
IN103000000000375Tommy Calzados                          Corrientes     AR00000000032300090390300000999901000000           
IN103000000000373Santy Calzados Belgrano 44              Presidencia RoqAR00000000032300090390300000999901000000           
IN103000000000371Santy Calzados Junin 1456               Corrientes     AR00000000032300090390300000999901000000           
IN103000000000369UPA                                     Resistencia    AR00000000032300090390300000999901000000           
IN103000000000367Universo Shoes                          Corrientes     AR00000000032300090390300000999901000000           
IN103000000000365Tus Pies Calzados                       Resistencia    AR00000000032300090390300000999901000000           
IN103000000000363Tango Junin 1543                        Corrientes     AR00000000032300090390300000999901000000           
IN103000000000362Tango Junin 1002                        Corrientes     AR00000000032300090390300000999901000000           
IN103000000000360Susi Shoes Junin 1364                   Corrientes     AR00000000032300090390300000999901000000           
IN103000000000359Susi Shoes Junin 1104                   Corrientes     AR00000000032300090390300000999901000000           
IN103000000000357Seraphina Store                         Corrientes     AR00000000032300090390300000999901000000           
IN103000000000355Pelimplamplu                            Resistencia    AR00000000032300090390300000999901000000           
IN103000000000353Mauro Sergio                            Corrientes     AR00000000032300090390300000999901000000           
IN103000000000351Musimundo Resistencia 3                 Resistencia    AR00000000032300090390300000999901000000           
IN103000000000350Musimundo Resistencia 2                 Resistencia    AR00000000032300090390300000999901000000           
IN103000000000349Mirella                                 Resistencia    AR00000000032300090390300000999901000000           
IN103000000000347Milena Boutique                         Resistencia    AR00000000032300090390300000999901000000           
IN103000000000346Musimundo Resistencia 1                 Resistencia    AR00000000032300090390300000999901000000           
IN103000000000343Cetrogar Ctes 2                         Corrientes     AR00000000032300090390300000999901000000           
IN103000000000342Me Quiere No Me Quiere                  Resistencia    AR00000000032300090390300000999901000000           
IN103000000000341Cetrogar Ctes 1                         Corrientes     AR00000000032300090390300000999901000000           
IN103000000000339Cetrogar Resistencia - Juan D Peron     Resistencia    AR00000000032300090390300000999901000000           
IN103000000000338Cetrogar Resistencia - Av 9 de julio    Resistencia    AR00000000032300090390300000999901000000           
IN103000000000336Maral                                   Resistencia    AR00000000032300090390300000999901000000           
IN103000000000334Mundo Magico                            Resistencia    AR00000000032300090390300000999901000000           
IN103000000000333Ibiza                                   Resistencia    AR00000000032300090390300000999901000000           
IN103000000000331Club Regatas Corrientes                 Corrientes     AR00000000032300090390300000999901000000           
IN103000000000328Tia Doris                               Corrientes     AR00000000032300090390300000999901000000           
IN103000000000327Mundo Artesano                          Resistencia    AR00000000032300090390300000999901000000           
IN103000000000326Ibiza Regalos                           Resistencia    AR00000000032300090390300000999901000000           
IN103000000000323Maheva libreria                         Resistencia    AR00000000032300090390300000999901000000           
IN103000000000321No me olvides                           Resistencia    AR00000000032300090390300000999901000000           
IN103000000000318Libreria 25 De Mayo                     Resistencia    AR00000000032300090390300000999901000000           
IN103000000000317Globito                                 Resistencia    AR00000000032300090390300000999901000000           
IN103000000000314Subway Resistencia 2                    Resistencia    AR00000000032300090390300000999901000000           
IN103000000000313Subway Resistencia 1                    Resistencia    AR00000000032300090390300000999901000000           
IN103000000000312Frankie                                 Corrientes     AR00000000032300090390300000999901000000           
IN103000000000311Subway Ctes Shopping                    Corrientes     AR00000000032300090390300000999901000000           
IN103000000000309La Llave del Chaco                      Resistencia    AR00000000032300090390300000999901000000           
IN103000000000308Subway Ctes Centro                      Corrientes     AR00000000032300090390300000999901000000           
IN103000000000305Entre picadas y vinos                   Corrientes     AR00000000032300090390300000999901000000           
IN103000000000303Jugueteria TaTeTi                       Resistencia    AR00000000032300090390300000999901000000           
IN103000000000302Moby Dick                               Corrientes     AR00000000032300090390300000999901000000           
IN103000000000301Fish                                    Resistencia    AR00000000032300090390300000999901000000           
IN103000000000297El Rincon De Cristo                     Resistencia    AR00000000032300090390300000999901000000           
IN103000000000296El Mirador del Parana                   Corrientes     AR00000000032300090390300000999901000000           
IN103000000000293El Duende de Bohemia                    Corrientes     AR00000000032300090390300000999901000000           
IN103000000000291Contexto Libreria                       Resistencia    AR00000000032300090390300000999901000000           
IN103000000000290Club cervecero del duende               Corrientes     AR00000000032300090390300000999901000000           
IN103000000000288El Pulqui                               Resistencia    AR00000000032300090390300000999901000000           
IN103000000000286Veo Veo                                 Corrientes     AR00000000032300090390300000999901000000           
IN103000000000284El Pulqui                               Corrientes     AR00000000032300090390300000999901000000           
IN103000000000282Varsovia                                Corrientes     AR00000000032300090390300000999901000000           
IN103000000000280El surtidor                             Resistencia    AR00000000032300090390300000999901000000           
IN103000000000279Flecha Bus                              Resistencia    AR00000000032300090390300000999901000000           
IN103000000000274Clover                                  Resistencia    AR00000000032300090390300000999901000000           
